Date,StartDateTime,EndDateTime,Sensor,Translate01,Translate02,Message,SensorType,Activity
2013-03-03,2013-03-03 03:53:55,2013-03-03 03:54:23,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 03:54:27,2013-03-03 03:57:21,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Bed_Toilet_Transition
2013-03-03,2013-03-03 03:57:24,2013-03-03 03:58:18,LS006,Ignore,Ignore,24,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 03:58:22,2013-03-03 07:14:10,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-03,2013-03-03 07:14:13,2013-03-03 07:15:44,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 07:15:44,2013-03-03 07:21:50,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-03,2013-03-03 07:21:52,2013-03-03 07:21:52,LS006,Ignore,Ignore,68,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 07:21:52,2013-03-03 07:27:44,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Bathe
2013-03-03,2013-03-03 07:27:51,2013-03-03 07:31:09,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-03,2013-03-03 07:31:11,2013-03-03 07:31:16,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 07:31:22,2013-03-03 07:46:52,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-03,2013-03-03 07:46:56,2013-03-03 07:47:06,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 07:47:06,2013-03-03 07:51:30,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-03,2013-03-03 07:51:32,2013-03-03 07:52:00,LS013,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 07:52:00,2013-03-03 07:52:12,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Breakfast
2013-03-03,2013-03-03 07:52:12,2013-03-03 07:53:16,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 07:53:17,2013-03-03 07:56:31,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-03,2013-03-03 07:56:33,2013-03-03 07:58:55,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 07:58:56,2013-03-03 08:02:29,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Breakfast
2013-03-03,2013-03-03 08:02:29,2013-03-03 08:02:29,LS011,Ignore,Ignore,32,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 08:02:29,2013-03-03 08:03:29,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Morning_Meds
2013-03-03,2013-03-03 08:03:29,2013-03-03 08:06:12,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 08:06:13,2013-03-03 08:14:32,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-03,2013-03-03 08:14:37,2013-03-03 08:15:07,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 08:15:07,2013-03-03 08:26:18,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 08:26:21,2013-03-03 08:26:25,LS016,Ignore,Ignore,47,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 08:26:26,2013-03-03 08:26:26,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Entertain_Guests
2013-03-03,2013-03-03 08:26:28,2013-03-03 08:26:30,LS003,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 08:26:30,2013-03-03 08:31:00,M003,OutsideDoor,Entry,ON,Control4-Motion,Entertain_Guests
2013-03-03,2013-03-03 08:31:02,2013-03-03 08:31:02,LS004,Ignore,Ignore,17,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 08:31:02,2013-03-03 08:31:18,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-03,2013-03-03 08:32:27,2013-03-03 10:11:06,LS015,Ignore,Ignore,38,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 10:11:33,2013-03-03 10:11:53,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-03,2013-03-03 10:12:18,2013-03-03 10:12:30,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 10:12:33,2013-03-03 10:13:36,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-03,2013-03-03 10:13:38,2013-03-03 10:14:06,LS002,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 10:14:08,2013-03-03 10:15:55,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-03,2013-03-03 10:15:58,2013-03-03 10:16:03,LS004,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 10:16:09,2013-03-03 10:17:48,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-03,2013-03-03 10:17:53,2013-03-03 10:18:34,LS016,Ignore,Ignore,16,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 10:18:39,2013-03-03 10:18:51,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-03,2013-03-03 10:21:02,2013-03-03 13:18:35,T104,Ignore,BedroomTemp,24,Control4-Temperature,Other_Activity
2013-03-03,2013-03-03 13:19:37,2013-03-03 13:20:03,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-03,2013-03-03 13:20:05,2013-03-03 13:20:05,LS006,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:20:05,2013-03-03 13:21:50,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-03,2013-03-03 13:21:55,2013-03-03 13:22:55,LS004,Ignore,Ignore,25,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:22:55,2013-03-03 13:30:13,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 13:30:13,2013-03-03 13:30:35,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 13:30:35,2013-03-03 13:39:23,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Lunch
2013-03-03,2013-03-03 13:39:24,2013-03-03 13:39:36,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 13:39:36,2013-03-03 13:39:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:38,2013-03-03 13:39:38,LS015,Ignore,Ignore,29,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:39:38,2013-03-03 13:39:38,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:39,2013-03-03 13:39:39,LS007,Ignore,Ignore,34,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:39:39,2013-03-03 13:39:40,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:41,2013-03-03 13:39:41,LS014,Ignore,Ignore,28,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:39:41,2013-03-03 13:39:43,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:43,2013-03-03 13:39:44,T106,Ignore,KitchenTemp,26,Control4-Temperature,Other_Activity
2013-03-03,2013-03-03 13:39:44,2013-03-03 13:39:44,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:44,2013-03-03 13:39:44,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 13:39:44,2013-03-03 13:39:44,MA014,Bedroom,Bedroom,OFF,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:39:46,2013-03-03 13:39:46,LS007,Ignore,Ignore,34,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:39:46,2013-03-03 13:39:47,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Eat_Lunch
2013-03-03,2013-03-03 13:41:46,2013-03-03 13:58:43,LS004,Ignore,Ignore,24,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 13:58:43,2013-03-03 15:03:32,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-03,2013-03-03 15:03:35,2013-03-03 15:06:25,LS015,Ignore,Ignore,15,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 15:06:25,2013-03-03 15:07:22,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Lunch_Dishes
2013-03-03,2013-03-03 15:07:22,2013-03-03 15:08:24,LS013,Ignore,Ignore,20,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 15:08:25,2013-03-03 15:42:13,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-03,2013-03-03 15:42:13,2013-03-03 15:42:39,LS007,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 15:42:40,2013-03-03 15:44:06,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-03,2013-03-03 15:44:08,2013-03-03 15:44:22,LS013,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 15:44:26,2013-03-03 15:46:58,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-03,2013-03-03 15:47:03,2013-03-03 15:47:55,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-03,2013-03-03 15:47:55,2013-03-03 16:28:04,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 16:28:04,2013-03-03 16:32:29,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-03,2013-03-03 16:32:35,2013-03-03 16:33:11,LS016,Ignore,Ignore,10,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 16:33:12,2013-03-03 16:34:18,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-03,2013-03-03 16:37:14,2013-03-03 16:52:24,LS013,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 16:52:48,2013-03-03 16:53:45,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-03,2013-03-03 16:53:48,2013-03-03 16:59:44,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 16:59:44,2013-03-03 17:04:32,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Dinner
2013-03-03,2013-03-03 17:04:32,2013-03-03 17:04:40,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 17:04:44,2013-03-03 18:15:37,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 18:15:52,2013-03-03 18:15:55,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 18:15:57,2013-03-03 18:17:21,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Dinner
2013-03-03,2013-03-03 18:17:21,2013-03-03 18:17:44,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 18:17:47,2013-03-03 18:19:53,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-03,2013-03-03 18:20:00,2013-03-03 18:23:14,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:23:25,2013-03-03 18:25:26,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-03,2013-03-03 18:25:26,2013-03-03 18:25:53,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 18:25:53,2013-03-03 18:28:05,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-03,2013-03-03 18:28:06,2013-03-03 18:28:17,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:28:17,2013-03-03 18:29:59,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-03,2013-03-03 18:30:10,2013-03-03 18:30:44,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:30:44,2013-03-03 18:43:09,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-03,2013-03-03 18:44:11,2013-03-03 18:48:34,T104,Ignore,BedroomTemp,23,Control4-Temperature,Other_Activity
2013-03-03,2013-03-03 18:52:05,2013-03-03 19:53:35,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 19:53:44,2013-03-03 19:54:04,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 19:54:04,2013-03-03 19:54:38,M001,Kitchen,Kitchen,ON,Control4-Motion,Evening_Meds
2013-03-03,2013-03-03 19:54:39,2013-03-03 19:55:08,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 19:55:16,2013-03-03 19:56:01,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 19:56:09,2013-03-03 19:56:24,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-03,2013-03-03 19:56:32,2013-03-03 20:08:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:08:36,2013-03-03 20:08:54,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:08:54,2013-03-03 20:13:57,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-03,2013-03-03 20:13:58,2013-03-03 20:14:51,LS002,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:14:56,2013-03-03 20:19:30,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:19:30,2013-03-03 20:19:30,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:19:31,2013-03-03 20:19:31,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:19:32,2013-03-03 20:19:32,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:19:33,2013-03-03 20:19:35,MA014,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:19:35,2013-03-03 20:19:35,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:19:36,2013-03-03 20:19:36,LS007,Ignore,Ignore,15,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:19:36,2013-03-03 20:20:19,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:20:22,2013-03-03 20:20:35,LS012,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:20:35,2013-03-03 20:28:40,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-03,2013-03-03 20:28:40,2013-03-03 20:30:23,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:30:24,2013-03-04 00:47:06,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-10,2013-03-10 05:56:30,2013-03-10 07:06:04,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-10,2013-03-10 07:06:06,2013-03-10 07:06:33,LS007,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:06:33,2013-03-10 07:12:52,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:13:00,2013-03-10 07:13:49,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:13:51,2013-03-10 07:13:58,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:14:00,2013-03-10 07:14:02,T103,Ignore,BathroomTemp,23,Control4-Temperature,Other_Activity
2013-03-10,2013-03-10 07:14:02,2013-03-10 07:14:02,MA006,Bathroom,Bathroom,OFF,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:14:07,2013-03-10 07:14:19,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:14:19,2013-03-10 07:26:30,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-10,2013-03-10 07:26:33,2013-03-10 07:28:07,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:28:08,2013-03-10 07:28:28,M001,Kitchen,Kitchen,ON,Control4-Motion,Morning_Meds
2013-03-10,2013-03-10 07:28:28,2013-03-10 07:29:13,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:29:18,2013-03-10 07:31:40,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-10,2013-03-10 07:31:49,2013-03-10 07:32:53,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 07:36:36,2013-03-10 07:46:45,LS002,Ignore,Ignore,36,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:48:24,2013-03-10 07:48:52,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-10,2013-03-10 07:48:58,2013-03-10 07:49:00,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:49:01,2013-03-10 07:50:09,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-10,2013-03-10 07:50:09,2013-03-10 07:53:36,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:53:37,2013-03-10 08:04:09,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
